county,license_type,lat,lon,geometry,cluster
YORK,Cigarette/OTP Retail,39.97311,-76.76931,POINT (-76.76931 39.97311),108
PHILADELPHIA,Cig/OTP Retail,39.967163,-75.165515,POINT (-75.165515 39.967163),1
PHILADELPHIA,Cigarette Retail,40.029834989,-75.153453962,POINT (-75.153453962 40.029834989),1
DAUPHIN,Cigarette/OTP Retail,40.254923,-76.856757,POINT (-76.856757 40.254923),109
PHILADELPHIA,Cigarette Retail,39.928184,-75.175443,POINT (-75.175443 39.928184),1
LANCASTER,Cigarette/OTP Retail,40.038920008,-76.35452302,POINT (-76.35452302 40.038920008),107
PHILADELPHIA,OTP Retail,40.081275986,-75.033514963,POINT (-75.033514963 40.081275986),110
PHILADELPHIA,Cigarette Retail,40.081275986,-75.033514963,POINT (-75.033514963 40.081275986),110
DAUPHIN,OTP Retail Itinerant,40.37343,-77.001789,POINT (-77.001789 40.37343),-1
CHESTER,Cigarette Retail,39.990231711,-75.788503827,POINT (-75.788503827 39.990231711),111
CHESTER,Cigarette/OTP Retail,39.990231711,-75.788503827,POINT (-75.788503827 39.990231711),111
CHESTER,Cigarette/OTP Retail,39.989119,-75.787246,POINT (-75.787246 39.989119),111
CHESTER,Cig/OTP Retail,39.989119,-75.787246,POINT (-75.787246 39.989119),111
PHILADELPHIA,Cigarette Retail,39.995271,-75.112305,POINT (-75.112305 39.995271),1
PHILADELPHIA,OTP Retail,40.09101,-74.96491,POINT (-74.96491 40.09101),588
PHILADELPHIA,OTP Retail,40.091223,-74.965358,POINT (-74.965358 40.091223),-1
PHILADELPHIA,Cigarette/OTP Retail,39.9746,-75.25208,POINT (-75.25208 39.9746),1
PHILADELPHIA,Retail,39.974583,-75.252077,POINT (-75.252077 39.974583),1
PHILADELPHIA,Cigarette/OTP Retail,39.943887,-75.22289,POINT (-75.22289 39.943887),1
PHILADELPHIA,Cigarette Retail,39.950843,-75.170512,POINT (-75.170512 39.950843),1
PHILADELPHIA,Cig/OTP Retail,39.941014,-75.174123,POINT (-75.174123 39.941014),1
LACKAWANNA,Cigarette/OTP Retail,41.432877989,-75.658758001,POINT (-75.658758001 41.432877989),83
LEBANON,Cigarette Retail,40.376541,-76.305302,POINT (-76.305302 40.376541),1054
PHILADELPHIA,Cigarette/OTP Retail,40.06761,-75.14686,POINT (-75.14686 40.06761),1
PHILADELPHIA,Cig/OTP Retail,40.067752,-75.14704,POINT (-75.14704 40.067752),1
PHILADELPHIA,Retail,39.927572,-75.175572,POINT (-75.175572 39.927572),1
LACKAWANNA,Cigarette Vending,41.39015,-75.66006,POINT (-75.66006 41.39015),-1
PHILADELPHIA,Cigarette/OTP Retail,40.063701,-75.147497,POINT (-75.147497 40.063701),1
DAUPHIN,Cigarette Retail,40.261321,-76.856709,POINT (-76.856709 40.261321),87
PHILADELPHIA,Cigarette Retail,40.057596,-75.15062,POINT (-75.15062 40.057596),1
DAUPHIN,Retail,40.261154,-76.85573,POINT (-76.85573 40.261154),87
PHILADELPHIA,Cigarette Retail,40.04033,-75.123896,POINT (-75.123896 40.04033),1
PHILADELPHIA,Retail,40.016284,-75.071601,POINT (-75.071601 40.016284),1
PHILADELPHIA,Cig/OTP Retail,40.026279,-75.215625,POINT (-75.215625 40.026279),-1
BUCKS,Cigarette Retail,40.18391,-74.85686,POINT (-74.85686 40.18391),112
PHILADELPHIA,Cigarette Retail,39.931397,-75.176365,POINT (-75.176365 39.931397),1
PHILADELPHIA,OTP Retail,39.931397,-75.176365,POINT (-75.176365 39.931397),1
BEAVER,Cigarette Vending,40.76706,-80.39191,POINT (-80.39191 40.76706),-1
PHILADELPHIA,Cig/OTP Retail,39.927952,-75.177105,POINT (-75.177105 39.927952),1
PHILADELPHIA,Cig/OTP Retail,40.032982,-75.17764,POINT (-75.17764 40.032982),1
PHILADELPHIA,Cig/OTP Retail,40.046348,-75.143082,POINT (-75.143082 40.046348),1
PHILADELPHIA,Cigarette/OTP Retail,40.046348,-75.143082,POINT (-75.143082 40.046348),1
LACKAWANNA,Cigarette/OTP Retail,41.364700008,-75.741518985,POINT (-75.741518985 41.364700008),113
MERCER,Cigarette Vending,41.20092,-80.49216,POINT (-80.49216 41.20092),-1
YORK,Cigarette Retail,39.95046,-76.74713,POINT (-76.74713 39.95046),32
YORK,Cigarette/OTP Retail,39.95046,-76.74713,POINT (-76.74713 39.95046),32
NORTHAMPTON,Retail,40.639709,-75.357033,POINT (-75.357033 40.639709),114
NORTHAMPTON,OTP Retail,40.639709,-75.357033,POINT (-75.357033 40.639709),114
PHILADELPHIA,Cigarette Retail,39.944419,-75.171605,POINT (-75.171605 39.944419),1
PHILADELPHIA,Retail,39.929347,-75.178425,POINT (-75.178425 39.929347),1
DAUPHIN,Cigarette/OTP Retail,40.468097,-76.932673,POINT (-76.932673 40.468097),115
BERKS,Cigarette Retail,40.332103,-75.92994,POINT (-75.92994 40.332103),0
PHILADELPHIA,Cigarette/OTP Retail,39.970036,-75.245241,POINT (-75.245241 39.970036),1
PHILADELPHIA,Cigarette/OTP Retail,39.9699480090001,-75.2448609639999,POINT (-75.2448609639999 39.9699480090001),1
FAYETTE,Cigarette/OTP Retail,40.01036,-79.61778,POINT (-79.61778 40.01036),116
PHILADELPHIA,Cigarette/OTP Retail,40.006246,-75.149886,POINT (-75.149886 40.006246),1
CUMBERLAND,Retail,40.294076,-76.929833,POINT (-76.929833 40.294076),117
PHILADELPHIA,Cigarette Retail,40.000655,-75.133051,POINT (-75.133051 40.000655),1
DAUPHIN,Cigarette/OTP Retail,40.28093,-76.88828,POINT (-76.88828 40.28093),87
LACKAWANNA,Cigarette/OTP Retail,41.43411499,-75.645912986,POINT (-75.645912986 41.43411499),118
CHESTER,Cigarette Retail,39.985418,-75.809756,POINT (-75.809756 39.985418),2
ADAMS,Cigarette/OTP Retail,40.00532,-77.1115,POINT (-77.1115 40.00532),-1
PIKE,Cigarette/OTP Retail,41.3695157290001,-74.69941374,POINT (-74.69941374 41.3695157290001),38
CHESTER,Cigarette/OTP Retail,39.89239,-75.55606,POINT (-75.55606 39.89239),-1
PHILADELPHIA,Cigarette/OTP Retail,39.957274,-75.202981,POINT (-75.202981 39.957274),1
PHILADELPHIA,Cigarette/OTP Retail,39.971496,-75.210463,POINT (-75.210463 39.971496),1
PHILADELPHIA,Cigarette/OTP Retail,39.9715,-75.21045,POINT (-75.21045 39.9715),1
PHILADELPHIA,Cigarette/OTP Retail,39.957045997,-75.203029986,POINT (-75.203029986 39.957045997),1
PHILADELPHIA,OTP Retail,40.003797,-75.16346,POINT (-75.16346 40.003797),1
ALLEGHENY,OTP Retail,40.43396,-79.92294,POINT (-79.92294 40.43396),119
MONTGOMERY,Cigarette/OTP Retail,40.133636,-75.37949,POINT (-75.37949 40.133636),120
ELK,Cigarette/OTP Retail,41.427112262,-78.559616393,POINT (-78.559616393 41.427112262),85
YORK,Cigarette/OTP Retail,39.739782,-76.695805,POINT (-76.695805 39.739782),1114
MONTGOMERY,Cigarette/OTP Retail,40.25538,-75.6616,POINT (-75.6616 40.25538),121
MONTGOMERY,Cig/OTP Retail,40.25502,-75.661644,POINT (-75.661644 40.25502),121
PHILADELPHIA,Cigarette/OTP Retail,39.995781998,-75.133014021,POINT (-75.133014021 39.995781998),1
DELAWARE,Retail,39.922877,-75.316954,POINT (-75.316954 39.922877),122
PHILADELPHIA,Cig/OTP Retail,39.98593,-75.165972,POINT (-75.165972 39.98593),1
PHILADELPHIA,Cigarette/OTP Retail,39.98598,-75.16598,POINT (-75.16598 39.98598),1
PHILADELPHIA,Cigarette/OTP Retail,40.014448999,-75.088177964,POINT (-75.088177964 40.014448999),1
MIFFLIN,Cigarette/OTP Retail,40.599815,-77.572522,POINT (-77.572522 40.599815),123
YORK,Cigarette/OTP Retail,39.75319,-76.67628,POINT (-76.67628 39.75319),124
YORK,Cig/OTP Retail,39.753352,-76.676954,POINT (-76.676954 39.753352),124
PHILADELPHIA,Cig/OTP Retail,39.933177,-75.179479,POINT (-75.179479 39.933177),1
PHILADELPHIA,Retail,39.933177,-75.179479,POINT (-75.179479 39.933177),1
PHILADELPHIA,Retail,39.924804,-75.174548,POINT (-75.174548 39.924804),1
PHILADELPHIA,Cigarette Retail,39.92488,-75.17454,POINT (-75.17454 39.92488),1
ALLEGHENY,Cigarette Retail,40.393136009,-79.986901982,POINT (-79.986901982 40.393136009),125
ALLEGHENY,OTP Retail,40.410509,-79.877267,POINT (-79.877267 40.410509),126
PHILADELPHIA,Cigarette Retail,39.95605601,-75.157585989,POINT (-75.157585989 39.95605601),1
ERIE,Cigarette/OTP Retail,42.134087,-80.029244,POINT (-80.029244 42.134087),127
WESTMORELAND,Cigarette/OTP Retail,40.24267301,-79.806068037,POINT (-79.806068037 40.24267301),-1
ALLEGHENY,Retail,40.450055,-79.950918,POINT (-79.950918 40.450055),15
ALLEGHENY,OTP Retail,40.450055,-79.950918,POINT (-79.950918 40.450055),15
CHESTER,Cigarette/OTP Retail,39.95942,-75.916617,POINT (-75.916617 39.95942),128
BUCKS,Cigarette/OTP Retail,40.253103995,-75.090159026,POINT (-75.090159026 40.253103995),-1
YORK,OTP Retail,39.959342,-76.726056,POINT (-76.726056 39.959342),32
PHILADELPHIA,Cigarette/OTP Retail,40.007412015,-75.150625992,POINT (-75.150625992 40.007412015),1
LEHIGH,Cigarette/OTP Retail,40.626521753,-75.419057949,POINT (-75.419057949 40.626521753),129
COLUMBIA,Cigarette/OTP Retail,41.07677,-76.41569,POINT (-76.41569 41.07677),-1
WESTMORELAND,Retail,40.412943,-79.265617,POINT (-79.265617 40.412943),-1
WESTMORELAND,OTP Retail,40.412943,-79.265617,POINT (-79.265617 40.412943),-1
ALLEGHENY,Cigarette Vending,40.59994,-79.76136,POINT (-79.76136 40.59994),130
LACKAWANNA,Cigarette/OTP Retail,41.411028002,-75.666303977,POINT (-75.666303977 41.411028002),131
LACKAWANNA,Cigarette Retail,41.411028002,-75.666303977,POINT (-75.666303977 41.411028002),131
CAMBRIA,Cig/OTP Retail,40.544593,-78.776648,POINT (-78.776648 40.544593),-1
ERIE,Cig/OTP Retail,42.120884,-80.063291,POINT (-80.063291 42.120884),47
PHILADELPHIA,Cigarette Retail,39.986735,-75.169537,POINT (-75.169537 39.986735),1
PHILADELPHIA,OTP Retail,39.986735,-75.169537,POINT (-75.169537 39.986735),1
YORK,Cigarette/OTP Retail,39.967031,-76.715962,POINT (-76.715962 39.967031),32
LANCASTER,OTP Retail,40.056524,-76.554081,POINT (-76.554081 40.056524),132
LYCOMING,OTP Retail,41.217546,-77.174261,POINT (-77.174261 41.217546),133
LYCOMING,Retail,41.217546,-77.174261,POINT (-77.174261 41.217546),133
WAYNE,OTP Retail,41.4900572,-75.1912707,POINT (-75.1912707 41.4900572),-1
LACKAWANNA,Cigarette/OTP Retail,41.41024,-75.67651,POINT (-75.67651 41.41024),134
LACKAWANNA,Cig/OTP Retail,41.410009,-75.675639,POINT (-75.675639 41.410009),134
MONTGOMERY,Retail,40.115967,-75.348095,POINT (-75.348095 40.115967),135
DAUPHIN,Cig/OTP Retail,40.282178,-76.89126,POINT (-76.89126 40.282178),87
PHILADELPHIA,Cigarette Retail,39.987345,-75.163608,POINT (-75.163608 39.987345),1
CUMBERLAND,Cigarette/OTP Retail,40.230872,-76.918175,POINT (-76.918175 40.230872),136
PHILADELPHIA,Cigarette Retail,40.010547,-75.165435,POINT (-75.165435 40.010547),1
PHILADELPHIA,Retail,39.995776,-75.168697,POINT (-75.168697 39.995776),1
PHILADELPHIA,Cigarette/OTP Retail,39.99577,-75.16869,POINT (-75.16869 39.99577),1
PHILADELPHIA,Cigarette Retail,39.920952013,-75.15884998,POINT (-75.15884998 39.920952013),1
PHILADELPHIA,Cig/OTP Retail,40.001786,-75.167175,POINT (-75.167175 40.001786),1
PHILADELPHIA,Cigarette Retail,40.003455,-75.16738,POINT (-75.16738 40.003455),1
PHILADELPHIA,Retail,40.009978,-75.166664,POINT (-75.166664 40.009978),1
SUSQUEHANNA,Cig/OTP Retail,41.971432,-75.743288,POINT (-75.743288 41.971432),14
ADAMS,Cigarette/OTP Retail,39.831396,-77.22599,POINT (-77.22599 39.831396),137
PHILADELPHIA,Cig/OTP Retail,40.010225,-75.166131,POINT (-75.166131 40.010225),1
SOMERSET,Cigarette Vending,39.815565003,-79.025774039,POINT (-79.025774039 39.815565003),-1
CUMBERLAND,OTP Wholesaler,40.244125007,-76.890632984,POINT (-76.890632984 40.244125007),138
DELAWARE,Cigarette Retail,39.917026013,-75.251487026,POINT (-75.251487026 39.917026013),1
BUCKS,Cigarette Retail,40.10127964,-74.86480734,POINT (-74.86480734 40.10127964),49
BUCKS,OTP Retail,40.10127964,-74.86480734,POINT (-74.86480734 40.10127964),49
PIKE,Cigarette Retail,41.236076,-74.907577,POINT (-74.907577 41.236076),-1
PHILADELPHIA,Cigarette/OTP Retail,39.997942015,-75.167305979,POINT (-75.167305979 39.997942015),1
PHILADELPHIA,Cigarette/OTP Retail,39.978981,-75.171337,POINT (-75.171337 39.978981),1
PHILADELPHIA,Cigarette Retail,39.986595,-75.171084,POINT (-75.171084 39.986595),1
PHILADELPHIA,OTP Retail,39.986595,-75.171084,POINT (-75.171084 39.986595),1
BUCKS,Cig/OTP Retail,40.101432,-74.864507,POINT (-74.864507 40.101432),49
UNION,Cigarette/OTP Retail,40.963800452,-76.892206602,POINT (-76.892206602 40.963800452),139
LANCASTER,Cigarette/OTP Retail,40.039678989,-76.366060039,POINT (-76.366060039 40.039678989),-1
PHILADELPHIA,Cig/OTP Retail,39.980568,-75.172498,POINT (-75.172498 39.980568),1
PHILADELPHIA,Cigarette Retail,39.92308198,-75.185319025,POINT (-75.185319025 39.92308198),1
PHILADELPHIA,OTP Retail,39.92308198,-75.185319025,POINT (-75.185319025 39.92308198),1
BEAVER,Cigarette/OTP Retail,40.763493,-80.320663,POINT (-80.320663 40.763493),140
DELAWARE,Cigarette Retail,39.98724,-75.309512,POINT (-75.309512 39.98724),141
CHESTER,Cigarette/OTP Retail,39.990329277,-75.779186671,POINT (-75.779186671 39.990329277),111
YORK,Cig/OTP Retail,39.978797,-76.799995,POINT (-76.799995 39.978797),142
PHILADELPHIA,Cigarette Retail,40.006682,-75.078014,POINT (-75.078014 40.006682),1
CLARION,OTP Retail,41.224891,-79.608138,POINT (-79.608138 41.224891),-1
MONTGOMERY,Cigarette/OTP Retail,40.25419,-75.463807,POINT (-75.463807 40.25419),-1
BRADFORD,Cigarette/OTP Retail,41.982541993,-76.542836976,POINT (-76.542836976 41.982541993),143
PHILADELPHIA,Cigarette/OTP Retail,39.936179,-75.182247,POINT (-75.182247 39.936179),1
ALLEGHENY,OTP Retail,40.383824,-79.85938,POINT (-79.85938 40.383824),144
PHILADELPHIA,Retail,39.936179,-75.182247,POINT (-75.182247 39.936179),1
PHILADELPHIA,OTP Retail,39.936179,-75.182247,POINT (-75.182247 39.936179),1
PHILADELPHIA,Cig/OTP Retail,39.930057,-75.18526,POINT (-75.18526 39.930057),1
PHILADELPHIA,Cigarette Retail,39.9969949850001,-75.1191670329999,POINT (-75.1191670329999 39.9969949850001),1
PHILADELPHIA,Cigarette/OTP Retail,39.997239,-75.119175,POINT (-75.119175 39.997239),1
ALLEGHENY,Cig/OTP Retail,41.074832,-77.586374,POINT (-77.586374 41.074832),-1
CENTRE,Cigarette/OTP Retail,40.944485,-77.445889,POINT (-77.445889 40.944485),-1
BUCKS,Cigarette/OTP Retail,40.089474,-74.926295,POINT (-74.926295 40.089474),145
MERCER,Cigarette/OTP Retail,41.23318,-80.46514,POINT (-80.46514 41.23318),146
MERCER,Cig/OTP Retail,41.2329104,-80.4651132,POINT (-80.4651132 41.2329104),146
PHILADELPHIA,Retail,39.987941,-75.105854,POINT (-75.105854 39.987941),1
WASHINGTON,Cigarette/OTP Retail,40.1941,-80.29089,POINT (-80.29089 40.1941),147
COLUMBIA,Cigarette/OTP Retail,41.01111,-76.41387,POINT (-76.41387 41.01111),-1
COLUMBIA,Cig/OTP Retail,41.011082,-76.414137,POINT (-76.414137 41.011082),-1
CRAWFORD,Cigarette/OTP Retail,41.638274,-80.153602,POINT (-80.153602 41.638274),148
DELAWARE,Cigarette/OTP Retail,39.927645,-75.301708,POINT (-75.301708 39.927645),122
BERKS,Cig/OTP Retail,40.339485,-75.919956,POINT (-75.919956 40.339485),0
BUCKS,Cigarette/OTP Retail,40.131637002,-74.887636237,POINT (-74.887636237 40.131637002),149
BUCKS,Cigarette/OTP Retail,40.131564,-74.887654,POINT (-74.887654 40.131564),149
MERCER,Cigarette/OTP Retail,41.338721011,-80.091629,POINT (-80.091629 41.338721011),-1
CUMBERLAND,Cigarette/OTP Retail,40.194334,-77.166425,POINT (-77.166425 40.194334),-1
BRADFORD,Cigarette/OTP Retail,41.835243,-76.801695,POINT (-76.801695 41.835243),-1
LANCASTER,Cig/OTP Retail,40.113599,-76.306321,POINT (-76.306321 40.113599),-1
MONROE,Cig/OTP Retail,41.081516,-75.3397,POINT (-75.3397 41.081516),-1
WESTMORELAND,Retail,40.328013,-79.61919,POINT (-79.61919 40.328013),150
CAMBRIA,Cigarette/OTP Retail,40.311927982,-78.932815967,POINT (-78.932815967 40.311927982),-1
CAMBRIA,Cig/OTP Retail,40.388895,-78.718816,POINT (-78.718816 40.388895),-1
CLEARFIELD,Retail,40.736421,-78.749918,POINT (-78.749918 40.736421),-1
CLEARFIELD,Retail,40.736421,-78.749918,POINT (-78.749918 40.736421),-1
PHILADELPHIA,Cigarette/OTP Retail,39.982828018,-75.143757023,POINT (-75.143757023 39.982828018),1
PHILADELPHIA,Cigarette Vending,39.9362040170001,-75.1925250309999,POINT (-75.1925250309999 39.9362040170001),1
NORTHAMPTON,Cigarette Retail,40.68677,-75.25267,POINT (-75.25267 40.68677),151
MONTGOMERY,Cigarette/OTP Retail,40.1437,-75.12098,POINT (-75.12098 40.1437),152
ALLEGHENY,Cigarette/OTP Retail,40.466999,-80.025016,POINT (-80.025016 40.466999),153
PHILADELPHIA,Cig/OTP Retail,39.990953,-75.155198,POINT (-75.155198 39.990953),1
LANCASTER,Cigarette Retail,40.09483,-76.30478,POINT (-76.30478 40.09483),154
BERKS,Cig/OTP Retail,40.330829,-75.929986,POINT (-75.929986 40.330829),0
BERKS,Cig/OTP Retail,40.330829,-75.929986,POINT (-75.929986 40.330829),0
PHILADELPHIA,Retail,39.988083,-75.12864,POINT (-75.12864 39.988083),1
MONROE,Cig/OTP Retail,41.061158,-75.316935,POINT (-75.316935 41.061158),155
BERKS,Cigarette/OTP Retail,40.33918,-75.919962,POINT (-75.919962 40.33918),0
PHILADELPHIA,Cigarette Retail,39.947921,-75.16632,POINT (-75.16632 39.947921),1
PHILADELPHIA,Cig/OTP Retail,39.947921,-75.16632,POINT (-75.16632 39.947921),1
LEBANON,Cigarette/OTP Retail,40.335306,-76.420594,POINT (-76.420594 40.335306),156
LANCASTER,Cigarette Retail,40.03745,-76.31041,POINT (-76.31041 40.03745),5
LANCASTER,Retail,40.037439,-76.31043,POINT (-76.31043 40.037439),5
PHILADELPHIA,Cigarette/OTP Retail,40.001125,-75.172918,POINT (-75.172918 40.001125),1
PHILADELPHIA,Cig/OTP Retail,40.001125,-75.172918,POINT (-75.172918 40.001125),1
DELAWARE,Cigarette Retail,39.9612,-75.261803,POINT (-75.261803 39.9612),1
PHILADELPHIA,Retail,39.982419,-75.10942,POINT (-75.10942 39.982419),1
PHILADELPHIA,Cigarette/OTP Retail,39.991955,-75.151147,POINT (-75.151147 39.991955),1
ALLEGHENY,Cig/OTP Retail,40.415573,-79.876845,POINT (-79.876845 40.415573),126
PHILADELPHIA,Cigarette Retail,39.916642,-75.160125,POINT (-75.160125 39.916642),1
MONROE,Cigarette/OTP Retail,41.042794,-75.127496,POINT (-75.127496 41.042794),157
JEFFERSON,Cigarette Retail,41.0244067,-78.8373446,POINT (-78.8373446 41.0244067),-1
PHILADELPHIA,Retail,39.997068,-75.175343,POINT (-75.175343 39.997068),1
PHILADELPHIA,Cigarette Retail,39.9761085,-75.1192713,POINT (-75.1192713 39.9761085),1
PHILADELPHIA,Cigarette Retail,39.915964,-75.233424,POINT (-75.233424 39.915964),1
PHILADELPHIA,Cigarette Retail,39.971316,-75.21043,POINT (-75.21043 39.971316),1
BLAIR,OTP Retail,40.336463,-78.404007,POINT (-78.404007 40.336463),-1
ERIE,Cigarette/OTP Retail,42.104772,-80.085319,POINT (-80.085319 42.104772),158
PHILADELPHIA,Retail,40.002636,-75.172608,POINT (-75.172608 40.002636),1
PHILADELPHIA,OTP Retail,40.002636,-75.172608,POINT (-75.172608 40.002636),1
ERIE,Retail,42.102594,-80.098937,POINT (-80.098937 42.102594),159
PHILADELPHIA,Cigarette Retail,40.004341,-75.174249,POINT (-75.174249 40.004341),1
ALLEGHENY,OTP Retail,40.38381,-79.977465,POINT (-79.977465 40.38381),125
DAUPHIN,Cig/OTP Retail,40.291254,-76.894966,POINT (-76.894966 40.291254),87
PHILADELPHIA,Cigarette Retail,39.974279,-75.181393,POINT (-75.181393 39.974279),1
JEFFERSON,Retail,41.022882,-78.8354308,POINT (-78.8354308 41.022882),-1
PHILADELPHIA,Cig/OTP Retail,39.991075,-75.123178,POINT (-75.123178 39.991075),1
PHILADELPHIA,Cigarette Retail,39.991075,-75.123178,POINT (-75.123178 39.991075),1
BUCKS,Cigarette/OTP Retail,40.1258356,-74.9710059,POINT (-74.9710059 40.1258356),357
PHILADELPHIA,Cigarette/OTP Retail,39.99751,-75.17044,POINT (-75.17044 39.99751),1
PHILADELPHIA,Cig/OTP Retail,39.997508,-75.170439,POINT (-75.170439 39.997508),1
PHILADELPHIA,Retail,39.998221,-75.17505,POINT (-75.17505 39.998221),1
PHILADELPHIA,Cigarette Retail,40.004316,-75.174013,POINT (-75.174013 40.004316),1
PHILADELPHIA,OTP Retail,40.004316,-75.174013,POINT (-75.174013 40.004316),1
PHILADELPHIA,Cigarette Retail,39.984812,-75.178156,POINT (-75.178156 39.984812),1
PHILADELPHIA,OTP Retail,39.984812,-75.178156,POINT (-75.178156 39.984812),1
CHESTER,Cig/OTP Retail,39.8136296,-75.9444848,POINT (-75.9444848 39.8136296),-1
PHILADELPHIA,Retail,39.926094,-75.192955,POINT (-75.192955 39.926094),1
ERIE,Cigarette Retail,42.113253,-80.06335,POINT (-80.06335 42.113253),47
CHESTER,Cigarette/OTP Retail,39.779078,-75.980652,POINT (-75.980652 39.779078),160
PHILADELPHIA,Cigarette Retail,39.996438008,-75.1544049729999,POINT (-75.1544049729999 39.996438008),1
PHILADELPHIA,Cigarette/OTP Retail,39.99638,-75.15402,POINT (-75.15402 39.99638),1
PHILADELPHIA,Cigarette/OTP Retail,39.99638,-75.15402,POINT (-75.15402 39.99638),1
PHILADELPHIA,Cigarette Retail,39.981835,-75.181258,POINT (-75.181258 39.981835),1
PHILADELPHIA,Cig/OTP Retail,39.974541,-75.183288,POINT (-75.183288 39.974541),1
PHILADELPHIA,Cigarette/OTP Retail,39.99479,-75.13962,POINT (-75.13962 39.99479),1
PHILADELPHIA,Cigarette Retail,39.998534,-75.166927,POINT (-75.166927 39.998534),1
ALLEGHENY,Cigarette/OTP Retail,40.395462993,-80.033112001,POINT (-80.033112001 40.395462993),161
ALLEGHENY,Cigarette/OTP Retail,40.39561,-80.03336,POINT (-80.03336 40.39561),161
PHILADELPHIA,Cigarette Retail,39.98165,-75.180246,POINT (-75.180246 39.98165),1
PHILADELPHIA,OTP Retail,39.98165,-75.180246,POINT (-75.180246 39.98165),1
PHILADELPHIA,Cigarette/OTP Retail,39.974541,-75.183288,POINT (-75.183288 39.974541),1
DELAWARE,Cigarette/OTP Retail,39.98741,-75.31197,POINT (-75.31197 39.98741),141
DELAWARE,Cig/OTP Retail,39.987253,-75.312147,POINT (-75.312147 39.987253),141
PHILADELPHIA,Cigarette Retail,39.99985,-75.174863,POINT (-75.174863 39.99985),1
DAUPHIN,Cigarette/OTP Retail,40.292764017,-76.8915929629999,POINT (-76.8915929629999 40.292764017),87
PHILADELPHIA,Cig/OTP Retail,40.02061,-75.05356,POINT (-75.05356 40.02061),1
MONTGOMERY,Retail,40.240609,-75.354133,POINT (-75.354133 40.240609),-1
BUCKS,Cigarette Vending,40.17489,-74.98517,POINT (-74.98517 40.17489),162
BUCKS,Cigarette Retail,40.175362,-74.985048,POINT (-74.985048 40.175362),162
ALLEGHENY,Cigarette/OTP Retail,40.381480009,-79.976545973,POINT (-79.976545973 40.381480009),125
ALLEGHENY,Retail,40.381498,-79.976229,POINT (-79.976229 40.381498),125
ALLEGHENY,Cigarette/OTP Retail,40.381498,-79.976229,POINT (-79.976229 40.381498),125
ALLEGHENY,Cig/OTP Retail,40.381498,-79.976229,POINT (-79.976229 40.381498),125
BLAIR,Retail,40.496609,-78.40903,POINT (-78.40903 40.496609),163
